vid,score
n3110uu5xkz,1
j3119g2c1i3,2
o0979wdubva,1
c3107vf0zvn,1
y3218qs53d9,0
c3107ruohhb,2
m3108bhlrdh,1
g3110x735l9,2
d3111fecitm,2
h3113ggmnfz,1
k313144odae,2
b0034gcl6ju,1
q09771yjcj3,1
c0034nxnhw1,1
t3107g1t89d,2
d3218ms7kfv,0
r3146tbr4e0,1
p3078yq1by0,2
s0034jhr5xs,1
i31117lbfw0,2
s3139av3pvx,1
b30786648gq,2
n09771nc5tv,1
n31296qg8zf,2
l3115lml9jq,2
s0976tp40co,2
y3218lt4mw1,0
m0034tz297s,2
a31168slfyv,2
o3111w0iksu,1
u3122ycrsgd,2
j3130k6ufgs,1
r3123fp4wx4,1
h3103tj1bbq,1
u3081688pjl,2
f3119a891mp,1
w0977a9qd5o,1
y3208q8tjal,1
j3218qfrdv7,0
m09794fnrfx,1
p09767tgkh1,1
h0034xde9x5,2
n097983q4xm,0
g00349om6nd,1
l3104uuzk7g,1
n3106zqt1zc,0
q3101h7qd51,2
o3078jqqfua,1
h31106vq6mn,2
u32181x53ll,0
q09754erea6,1
r31004no84q,1
d3127953cpg,2
j0980d4kzhj,2
m3126pmgawy,2
b3114n3a5u3,1
l003406ximy,1
c3079qt70xd,2
y3118x7mycp,2
y30781kjn07,1
t3218y34ent,0
c0977ssbdxs,2
b3107gl7x28,2
n3128fqckho,2
g31149oe3oy,2
g3113l584qw,2
a30787dpl12,1
d310291oan6,0
z3124kenodh,1
r3138wsunji,0
j3113cyqf73,2
h3218h8g3gv,0
d3101k7rbbh,2
y3105sd7zmm,1
d310468m1sm,1
b311427y234,1
u3105igwhgr,2
u3107vbt4w8,2
j3110i0atpc,1
x31182s83ef,2
i3124tlqovx,1
b3082pep6la,2
s3218svujsw,1
i0976l4eu9d,2
g310979l296,2
l097548f8gm,2
w3079v5rkol,2
x311890mot4,2
q3130rm11ro,1
a0977ml5u1g,1
r3120245rak,2
l0976hw0z9t,2
n3108ub2yop,0
b3218pfiwkt,0
g3079gkvjvl,1
k00341eumo8,1
u3133irlfwq,2
k3111bnn83c,2
s3112g7kby1,2
u0976i0fzn0,1
t3102x8lns2,1
n31156aa7eg,1
d31423zx2ye,1
m3109mvx4gt,0
v32186g9exp,0
n3124bpsslc,1
d3140gyg9dd,2
f3108wqi77f,2
x3116sflt4m,2
v3081cvzeqm,1
q0977c682hk,2
c0980snrvt6,1
u310644j22z,2
i31363b295s,1
b09778o4tu1,1
b3218e6lri7,0
q31386kpw89,2
r30823si17t,2
c31317xmyu2,2
d31025uwofn,2
j311219ub9n,1
f0978iscy5j,1
o3137dc6xed,2
t3113b5bjxy,2
o0975j06nen,1
p313628cztu,1
b1437uv2i41,0
i3112z9xbk6,2
s3111mhxqvv,2
y00342ui11k,2
y3115dq3g8y,2
l31424hlm3n,2
q3107302wff,2
k3125joqaec,1
j3080wlwa43,1
q0034cunjbf,1
q0034or3nuj,1
q3218ndvooo,1
y30790nfuj4,2
f31045hrnde,2
t3112kv1w1f,1
t31046ng3fe,2
y31079b7lnc,1
n31082a73gv,2
t31515j55zb,1
w3142k4mmpl,2
y3116jrbj28,1
p0978xrtbcy,1
f0542pxzjdx,1
k3218jgfknb,0
b3152xlr7tw,2
g3147xg8brc,1
k3103f62225,1
a3120ffvva1,2
f31317k7rh5,1
q3152wl2iwv,1
t0978n9v284,1
h3102cbd5l3,1
a3080cohua4,1
b0975g6djqt,2
o3218sghak5,0
e3142aac52i,1
b3126u8ynzq,2
h3078ybbg2i,1
v3106avzw5u,2
j31199rj7rz,2
u308031trzp,1
c0977j7m4ud,1
s31015qtoim,1
v3079g7ccgg,1
l0034cmv12x,1
s321847pehv,0
q3103hsycym,1
d0034fnsuo5,2
z3151sg8dxs,2
c3114r0uwvc,2
l3103tqcpcw,1
x0975fxuy1q,2
g3103jxgq0x,0
m3134mcl8hg,2
n3120quqll7,1
n30798bga01,1
w3218070baa,0
z3102e3syso,2
z3101bpcqwd,1
d31029lmzyu,2
i3119x4nzl7,2
c3121zx1tr6,2
x3217dsv2ch,2
a3217si9q9r,2
y3217lusjm0,1
s3216nptr5m,1
n3218k3q1zj,0
z32179rrsmj,1
i32172iooc7,2
t32179bd4y7,1
v3217enx2p3,1
u3217j90lyl,2
i3217br3nxy,1
z3217cdsabf,2
f32177ceiuk,1
h3217s0g2ue,1
g3217j6g739,1
d32181pp3o2,0
u3217jjsha3,1
d3217p75gt7,1
f32173pvii4,2
s3217wdvsoa,2
z32161ph9y2,0
q3217nxdl9l,1
i32170fefnm,1
f32173h9ocj,1
n32170rd3qr,1
t3217mrbodn,2
d3218sz0b40,0
w3217k7vgi6,1
e3217whhtrr,1
b32177soc3k,0
h3217fmwdwj,1
t321759m5uk,0
m3217cr4lyr,1
o3217maam9j,1
q32176me04o,1
e32172lfa2h,0
v3217zrebhu,2
t321814gwzx,0
r3217coif1p,1
r3217ilhdi0,1
s3217q0h7ky,1
z3217h82gbv,0
x3218w3rxn7,1
x3216ywg670,0
t3218fc887h,2
j3218fqr6cl,1
e3218upvx3g,0
t32181oj2ct,1
o3218i08r37,0
m321737nk31,1
r321871og0n,1
v32182laks2,0
w32175lmd2f,0
q3217o4bq4d,0
v3218qa8vud,1
b3218ahfzq9,2
u3217sm6e5h,0
t3218e0rnvv,1
t3218chaavq,0
j3218omtks7,0
a32181wmhwf,0
b3217eda6kx,1
o3217jn2o9x,1
b3217my0sep,1
s3217l92k16,1
b3216oazvao,1
a3218006xa6,1
g3218w4y2lu,1
w3217zu0s8k,1
k3218i7khv0,1
r3209regdzq,0
p3218tkadl2,1
l321819ufxy,1
l3217aco1h8,1
o3217ck3kvp,1
r32170m4llz,2
c32173hghm9,1
l3218rrk2hj,1
q32171p4oy7,1
g3217sz0p7i,1
g3217wwsw7y,2
m3217m1yq27,1
k3218moi27j,0
y3218vgf9ru,1
a3218prpe8s,0
c3217eo04vf,2
k3217kbeobo,1
h32174anr46,1
p321705xoc2,1
y3217z7evge,0
j3217651wmv,1
p32174oa24b,1
f3217xnmcc4,1
v3218gokfvg,0
i3218m7ig7y,2
j3218nxnwmr,1
u32187rhlsv,1
j32185cdnsw,1
w3218j4dyod,0
w321877accm,0
y32165d5dh7,1
s3217qt2ktf,1
w32175qjgup,1
c3218lqo9jf,1
m321863f10o,0
f321815r6ys,1
t321816di1l,1
i3218bx333s,0
y3217ivtdhm,1
y3218mtx48u,1
p3217glak1y,1
t32182rkrvr,1
p32188z20lh,1
e3217nvtn5b,0
t3218i2mi8q,1
b32180v7xeg,1
u3218q3qkl1,1
f3217edhv1m,1
d3218e466ba,1
a3218ert06u,1
u3218anbq0r,1
t3218vg3zw7,2
s3218l3rua6,1
w3218ma57mp,1
i3217fbf1ig,1
k321811ma46,1
e3218wxyll5,0
l3217vtgxdv,1
z3217yf7whq,1
o32186w5vf3,1
y32172mwrkb,1
i3217wl69sa,1
t3218ymdu90,1
o3218rywtxw,0
k32171kuvpd,1
s3218b1d2tp,1
g3217y9rs61,1
f3218jgiy3p,0
j3217h7alru,1
s3218ur7n87,1
p3217ym3g4v,1
u32175is86m,0
t3217fprtj5,1
p321863zuo0,2
z3217oycth1,1
p3217n8tacb,1
o32170vlj5i,1
k3217y66jpk,1
q3218ouo2lv,1
n3217u9h69x,0
p3217lkz89w,1
k3218p16qm4,1
o321864w4az,1
t32176zsdxg,1
l32170dp3n0,0
d32177y6lim,2
h32172abic3,1
f3217ece1vi,1
y3218fxjjt8,1
z32185chvpq,0
t3218he8koo,1
s3218786w4o,2
k3215n2t50s,1
z321854gur3,1
x3218lfu806,1
n3217q9389g,1
w3218iynfin,1
n3218rfdkg2,2
m3218jfwm48,0
g3218kzvafj,1
v3218a4q4ir,0
l32189mwdni,1
p32174j2j3h,0
y3218buoeh2,1
y32179079hl,1
r3218458h3s,1
z3217i50i8u,1
r3218xsfmlp,1
c3218howsk7,1
y32172ppkeg,1
a32181b4nsq,1
g3209aji5l2,0
j32180rr5vd,0
j3218r3t6od,1
g3218pjw824,2
e3218c57e84,1
q3218g93zgb,1
o32186uslpa,1
j321890nmut,1
q32185c3gmk,1
a32188acbuv,1
k3218ebkuy8,0
n3217zdnak5,1
r32181lm0y0,0
c3218kvnkd6,0
u3218rxt10l,0
u32189bh00p,1
a32184bql1y,1
x3217a3rf36,0
d3218de1vao,1
c3218unqkz3,1
t3217mi6f9j,1
f32189ce165,1
j3218hpby29,1
z3218pngyzh,0
m32184e38l7,0
d3218kn7apc,1
j3217v6rjo2,1
f3218x6dcis,1
b32171vvms3,1
w3145uugfwi,1
o32172nhoc3,1
i3218xsjqz1,2
x32183gnij8,1
w321884p024,1
j3218nmhy9o,0
o3218gm5z2v,1
g321883qbr5,1
m32180cvmnc,2
b32174qdupb,1
x3217xxh4mm,1
m321871tz5n,1
a3218q0s6n8,1
l3217oqql5w,0
q321829zas0,1
n3217cs427s,1
g3218q71ues,0
r3218w6qxlz,2
p32187izz0t,1
q3217vdyxsr,1
w3217f9ouee,1
f3217v5e0x2,1
d3218vx5ugk,2
o321829bmet,2
j32181ux41p,2
n321731lztz,1
c3218f36fc9,1
h3218k094zs,0
k321716zrq6,1
s3217pdbouj,1
k3217mj3thh,1
z3218qe1ivo,2
s3218hx2za4,1
v32174262x1,2
u3217azthsw,1
l32182qwv3n,1
d3217uw79no,1
b3218bgw7wn,1
e3218yqv1l9,0
s3217gh18w8,0
l32174dfat4,0
t3217tsjph4,1
f3217lfyvo8,1
i3218ne2ljz,1
c3217400vxl,0
l3217l9r4a6,1
m32185ved6v,1
v32170w5bki,1
v3218det0th,1
t3218econfa,0
c3218na8g29,1
c32178qj1ej,1
f3217ffgg3b,1
y3218xddpth,1
g3216icphc5,1
i3218t3vts6,0
h32184cd47i,1
n3218kp9vc2,0
k3217x9zzay,1
i3217ja7k30,1
p3218dtx9xk,0
e3217e4nand,1
v3218qkb6le,0
l3217bfdfh8,1
o3218hebh3i,0
l3217smetbq,1
e3217potgen,2
u3217tilzpa,1
u3218hhqrpt,0
f3217xkozvt,0
p3218l5mtys,1
h3218s4mgd8,0
e3217hiugt1,0
f3217e70rm6,2
k32186orncu,1
l3217uw7l5l,1
v321814y4dm,0
v3217tskxfs,1
y3217dzk77b,1
e3217o2qld9,2
c3218gj7xnh,0
a3217bqjxdt,1
y3209fnmy2v,1
i3218jglmxh,0
g3218omi3r9,2
u3218ni1he6,1
p3216fprvyl,1
y3218q9xbzx,1
m32172gbg7q,1
c3217vo23ey,1
u0035iw9a2g,1
r3218xw3fjk,1
o3217b1xf5a,2
f3218ql5xxj,0
i3218bm7bew,0
l3218w0gjo1,0
k32185modl5,1
w3217471qaa,2
j3217ejmwnu,1
o3217tf66ox,0
c3217w8aus0,1
z3218v9g8mn,1
h3218zhhobj,1
h3218f37j38,1
z3217krn9vz,1
q3218lny6my,0
n3218iz6uny,1
f3218694non,1
m3217doulgi,2
t32174q69q9,1
f3218acg744,1
j3218p8y9nq,2
l3218ho18qz,0
x3218ibyruo,1
x32180ozkbo,1
o3218ap1crl,1
h32187jcqqz,0
h3217u4mjeq,1
i3218dw2gag,1
j32185gbwl0,1
d3216hiqln1,2
n3217f503gi,1
p3218nnx7vb,1
k3217s2nip1,1
y3218upqazz,1
q3218d1mjsb,1
n3218ektkky,1
e32187otpng,0
p32182adhl3,1
p32183468a8,1
o32184n52gb,1
h3218vv4g8o,1
m3218ayzars,0
e3218614cf7,0
g321832yx5i,1
q32188cppi8,0
q3217mr39o2,1
i3218vf6qbj,2
b32187e9zll,0
w3217q96q0p,1
m3217fo9am3,0
q321753ngph,0
n3217mb118h,1
r32170px01p,1
t321712rqbx,1
t3218vcjqqj,2
l3218v5vrg5,1
j321827vup3,1
t3218da9h5s,0
n3218eowlz0,0
e3218e8m96h,2
e321803md3o,1
p3217x3djhg,1
x3218ehv029,1
g321605ks8g,1
c3218mh3dxt,1
j3218j9zzkb,1
x3217gt7t54,1
c3218yk8fmi,0
g3217784mvc,1
e3218nkaj5q,0
k3217oretue,1
n3218oqndkn,1
l32180jc801,1
q3217i0dbgl,1
n3217xckkmf,1
o3218uz49yg,1
z321776sz5n,1
d3218c6xvvr,2
p3218xp9nnc,1
v3218ulz1ql,1
v3218t3wkqn,0
j321813mush,2
i32179hkz48,1
h3218i2eu5u,1
a3218iaemv5,1
h3218qhqi46,1
y3218zico83,1
m3218zdkbhv,1
e32189334fs,1
p3218mzq9he,2
f3218nkx165,1
q321825nh71,1
b3218wsmper,1
c3218rpplba,1
j3217yfceue,0
u3218xzeycb,0
g3217xodg65,1
x3218h0e07a,1
x3218iy9zyg,2
u32189k0ljf,1
y32185sabkx,0
t3218v337jh,1
k0035wv4d30,1
r32189gkab8,0
l3218o4dnxz,1
t3218caxidi,1
t3218tumc2b,1
q3218gn6c4l,0
l3217n45bv8,1
f3217wqxk4f,0
w3217wvibip,1
g3217nii4u5,2
v3217zgu3m0,1
p3217ic0p5a,0
t3218f95p97,0
c321710knnb,2
d3217bkn3rs,1
x3217oi22zt,2
e3217pe7xft,1
q3217jipv6l,1
r32174exzms,1
t3217l85kvd,1
j3217c50yfw,0
u3217438sc5,1
i3217rs05yc,1
d3218du5tsw,0
w3217ezanlb,1
i3217c4rx83,1
x3217dxtccz,1
m321733jmrn,1
n3217h2qexq,1
k32178i0rtj,1
t3217pr00md,1
t3217clgpfw,1
z3217x25qst,1
l3217hpona3,2
r3218jxutij,1
g3217m0ypc2,1
d32175ukdjq,1
x3217f3eqbp,0
i3217tyiotz,1
x3217nkzwzn,1
b321773a1uq,2
m3217o448gj,1
p32176gerjk,1
m3217h7hlh9,1
b32164jrpho,0
z3218l2mqrj,0
m321701hd64,1
n3217xjbbl7,1
w3217pzurn5,2
k32178916gs,1
x3217t4eh47,0
v32170ctf6e,2
d3217shr74p,2
i3217aqwycz,2
w32175cq1wb,1
i3217sib2ol,1
p3218gdfqz0,0
z3217nxv4b1,1
g32175tb6vs,1
r32177mvobi,0
h32172l4olj,1
c3217684t4y,1
x3217qtz3fh,1
o3216wqgbvf,1
l3217oxpc5e,0
o32178dxyso,0
k3217xm5iz4,1
g32182p8v5j,0
y32173vvhzh,0
h3217c61e6k,0
n3217deueva,2
k3217prnzdh,0
i3217ywyt69,1
k3217t1ur17,0
a3217ulibn6,1
c3217yfg0st,1
v3217436k5l,1
h3217u9wlnz,1
u3218o77cnl,0
w3217m5aurm,2
l3217cn94fo,1
t3217btfm7h,2
s3217zyp2i0,0
m3217aasqay,1
p3217nxhgep,2
q3217erxjt4,1
d3217o45a89,1
r3217i8ngiz,1
w3217703c26,1
x3218ibr07h,0
p3217oby1u4,2
g3217y0irln,1
e32175zp1b6,1
b3217v1m0kp,1
w3217x69wt1,1
l32171algj1,1
g3217d2mtkc,1
m3217675vry,1
e3217ddk8k9,2
c3217q122cr,1
r32189xieg1,0
f3217oanvu2,1
k32176vsfch,1
w00359aofyr,0
p32171vo983,1
k321764dz3s,2
w0035h1vkbq,1
k3217gteqhu,1
z3217z8sm8d,1
n3217t91fx8,1
o3217k6wdcn,1
g0540lq4jc7,1
y3218bq3s3h,0
c3217pbfwif,0
g3217zbg14o,1
r32171o6krl,1
s3217e7j6b2,1
n321776bjxx,2
l3217vhw7a1,2
g3217em70rc,1
l3217apo9da,2
y3217wcyckx,1
u3217mfm7ri,1
x32187gj8fi,1
f3217meg512,1
x3217tn07qa,1
c3217y070fy,2
x3217p6a0lc,1
a321711ko0h,1
v3217ogvynx,1
q3217dlr8jc,1
i32170v3qut,1
p3217guzgj2,2
w3214eyt4b1,1
v321831k5zu,0
x3217y20f03,1
f3218vt6m02,2
f3217o1xw4s,1
z3217i15avu,1
w3217a2lgc2,1
z32176t1ayk,1
j32182nddex,1
g3217eif9dn,1
w3217zxtj1d,2
d3217hhpyyr,1
r32185fgo3j,0
f321812krhx,2
h3217ebvne9,1
b32178kwbbs,0
s32186owake,2
b321745py7r,1
n3218sgzu4x,1
k3217vlj76s,1
y3217ojsohk,1
a32187zgngr,2
c3217uvbzfz,1
k3218ud1uvy,0
e321797jjjc,0
j3217jj2mcp,2
j3218nv28cz,0
g3217121k95,2
o3217hpuz7e,2
o3218ctci82,1
u32176vig4v,1
b3217pnbhea,1
s3218yn8z2e,1
u3217kdcxe4,1
y32181wrog0,0
m3217ru646b,1
r3217c69cvv,0
v3216m5hmvo,1
c32174cf0dx,1
u3217gjzxea,1
g3217p955jv,2
m3217lq1bua,1
e3217p1tgkw,2
t3217wohhp7,1
h3217ahg4ne,1
b32180tkrtw,0
o3217wpxrqg,0
m3217diud3c,1
o32171abvt7,2
y3217l8vpmg,2
p3217k20k8d,1
b3217ega31y,1
d3217354q9h,0
o3217jby3nn,1
c3217npnegi,0
m3217i3jtl3,1
t3218kv2pv7,0
y3217g0im01,1
g3217ccqazq,1
n3217cmrs3r,0
w3217lj2g7c,1
v3217ybb5df,2
x3217kgpf2t,1
i3217bzv6z6,1
y3217tds847,1
l3217gl46o9,1
d3216we0304,1
i3218j3ntx5,0
i3217jkjaxf,1
m32174xlq9n,1
r321757kcgp,2
f32177mbuah,1
f321774p93x,0
f3217wqbiv5,1
x3217c17eq9,0
e3217cyvp9g,1
v3217roprq3,2
d32175864pv,1
z0035wxgerr,0
t3217w12bmz,1
c3217fkxs59,2
s3217s6kki6,1
y3218uk71vw,2
i3217ydm5ur,1
n3217dbbg8b,1
q3217yx2y1k,0
e3217gwjha3,1
l32177ytj4q,1
n3217zgz9nv,1
k31450v6xwl,0
p3218whulao,0
k3217q01hl7,2
n3216s2siy9,1
g3217otifi2,1
y3217wsi3n4,0
f3217sdteh5,1
r3217ebf4w2,2
y32175rlogn,1
e3217jh8zbc,1
o3217nviimr,1
b32176ejx0c,0
h3218ia4hb4,0
h3217v7jp7y,1
j3217lv9a2l,1
a3217410rgj,1
g32178ebwg8,0
d3217wk4ydf,1
z3217zghz0r,2
e3217hqh3zm,1
e3217o2oi4i,1
q3217bn26mz,1
h3217hbj1gt,1
f32184tc4xz,0
c3217aifgyv,1
o3217761fso,0
k3217ej53j5,1
e3217yo9a4a,1
x3217flwhuh,0
g32172x64zp,1
b3217xo6s8s,1
q3217rbettm,1
b3217braax5,1
o3217j82w4x,1
v321883lp1j,1
v3217lt3iim,1
g3217vhy3oc,2
b3217bqryc6,0
c3217551vo4,2
y32179f9wcy,1
w0035bnwe12,1
v32177e6y81,1
b3217ph8ozp,1
k32170mtye1,1
j3217omzhd3,1
u3218ojp8zd,0
n3217whukvn,0
x3217f61gb6,1
d3217ohhz2d,2
k3217gsl9h8,0
a3216crwzar,0
w32174lkdsp,1
c3217igzdhw,0
d3217185l9d,1
b3217bh8s2g,0
o3217awox5s,1
s3218vl07ks,0
e3217azt8wj,1
o3217kgb6h6,0
h3217n0wdqo,0
c3217rcc4lz,2
q32177wwxcd,1
u3217ayp1yq,1
l3217xjon2g,1
s32163qdcb0,0
g3217dkger7,1
x3217hm32ye,1
h3218isywsj,0
s3217vbqv4q,0
k3217ff9lcu,1
r3217ugg8fr,1
a3217fo2swu,1
a3217nqdzvz,0
i32179mijvv,1
x3217wfb9ch,1
k3217z34llx,1
p3217cpu42z,1
b3217zwduqf,2
a32184qayon,0
n32172rfok8,1
y3217wrlm89,1
t3217qry6ks,1
e3217qixkpu,1
h3216cqnrfj,0
v3217k4zimu,1
p32170oyg5l,2
k3217yxvpf4,1
v3217v1b67d,2
i0035fbb6bm,1
a3218hroy8z,1
x3217w9aivt,1
v3216f23kyy,0
k3217xp6a76,1
u3217r80pq4,2
h3217dzi76s,2
v3217vrkg14,1
p3217z5yl3q,2
t32172qe95k,1
u3216uo2hhf,1
q3217sk99hf,2
j3218977d21,0
b3217w1l44h,1
y3217qfgk0x,0
k3217wr7eu6,1
g32178f60f5,2
k3217c4a2sx,1
e32172giwuw,1
m3217s6z2t7,0
i3217ikoyfh,1
k3216ckq54e,1
d3217vazt1k,0
a3218vrvzzz,1
l3209o9bf9d,1
g3218bds2h0,1
g3217o086sc,1
r3217x7kutf,1
t3217orngry,1
g3217d1sr88,0
r321780ilns,1
f3217sfomju,1
f3216jocsi4,2
q3217v1m2dw,1
n3217g2833f,0
o3217p71l4s,1
w3217cx9616,1
f3217axz6wp,2
u3217tlzsg6,1
j32170dagcb,1
l3217ymy7ep,2
w3217ghu7on,1
e3217kp3zbt,1
b3217wz554h,0
a3217vie2f7,1
d321739xc2t,2
z3218bp5tsl,1
v3217vxyxy5,0
e3217vuzgqt,1
f3217qe8q2v,2
y32184bhtmx,1
c3218ttb4ec,1
a3218gd7akk,1
c3218c31w9z,1
a3218ho21rr,1
l32187h9uxh,1
o3218ae5c7r,0
p3218fwp0y4,0
y3217kebszp,1
p3218skkwtr,0
i32181w57i2,2
b3217bv5irl,1
q3218ttpk7t,2
u3218w5p842,1
m3218qtk5or,2
a3217qe858l,1
f32176b6pny,1
f3218mygo9u,0
b32182ktx65,0
k3217v95o7o,1
m3217mswc3s,2
z3217hnppsz,1
d32178xkiyb,1
a32188jcdat,1
v3218m1aacw,1
b32183gveb2,1
a3218nbv39a,1
c3218256squ,2
v3217ellsti,1
r3218jcueyp,1
w3218elqw0r,2
b3218lvvejz,0
g0035djuo91,1
d3217a3gkp7,1
d3218f50hsl,1
e3218zsye7q,1
z3218u5kch4,1
v32173e5o5z,0
j3217c0ujea,1
o3218g132y5,1
i3218scw17y,0
t3218gyauen,2
p3218lik7gs,0
l3217iib51f,1
a3218rg99v3,1
j3218vs0qkv,1
e3217pbax8v,1
o3217b2m9c6,0
h321769fyl8,1
f321892kpwg,1
z32189f163y,1
d3218l58ss0,0
k3218gszeu6,1
g3218j1jmtz,1
q3218j7i7rl,1
b32187wsr0w,1
q3218uzmpp9,1
f3217w770ek,0
g32184l5vnb,0
p32189f2gdi,0
l3218ywnnlm,1
a32189a51ag,1
f3218059dt2,0
h32183l9t5y,1
v3218q9779u,1
a3218vfnjmr,1
y3217wklruc,1
a3217lc0yyx,1
n3211s9tcyj,1
y32187uwu1g,1
o3217c0b9l9,0
o3218a81v33,1
a3218s3yhe4,0
e3218kf7e2g,0
s3218eyvxew,1
i3218m3nk1q,1
b3218g2xpof,1
s3202uvz94y,1
k3217c4k1fp,1
r3218x2smdz,1
o3218gvx4zh,0
l3218s99qwu,1
p3217h3ad70,1
y3218ule4x3,2
f0940pkj8hv,1
b32181gpyrh,0
z3217zsv5k7,1
e3217jdvy2x,1
a3218a0fpd3,2
h3218tzeiao,1
q3218tc7u1d,1
m3218owgbfp,1
k3218n5pnat,2
a3218l2pgyf,2
o3218z5nfpg,2
z3217c4ryu3,1
o3218ms9pic,0
k32175rfa1n,1
r3217aligjk,1
k3218zocrbg,0
n3218jut22z,0
s32185fufkl,1
g32182ruium,1
b3218czi8kn,1
c3218h2qmoe,2
p3217aulkno,0
a3218wshgtb,1
r32189lunb6,0
h3216fm5uuh,1
b3218zt35hs,2
x3218vrz4z7,1
g3218mq51iq,1
a32187tn0nf,1
x3218x6epce,1
m3218mxxlj0,1
z3218ckxn2p,2
l3217v2nhik,0
u3218rctacy,1
c321829t0mc,1
b32181itolj,1
b3218oswvrl,1
g3218r7is01,1
s3218ymbuc0,0
x3218r8ert3,1
t32188egdfr,1
a3218if8uma,1
g3218vz8u3b,1
v3218560uml,1
h32180g8vu6,1
m32189dz4vb,0
s32179c9zni,1
u321701awex,1
y3217yiu5qg,1
l3218om6qw1,1
i3217shqh75,1
h3218su01yg,1
a3217ddaci7,1
v3218ktq8uy,0
o3218usg0cf,1
v3218i8w317,1
q3218qw7bqx,0
b3218lad5dx,1
s3218dzadl5,1
e3218hq7jvy,0
b3218r4y15n,2
e3217ohtz1a,1
m3218r4btcz,1
s32181q6yj6,1
v32189isk3u,1
b3217vnbh9g,0
u3218eapqva,1
a3218u41ubs,1
j3218valwsv,1
j3218iue0uu,1
j32187ifj9k,2
v3218rm6063,0
z32189hmvyc,1
w3218i16u68,0
k3218wrpqfe,0
f3218mu2z2t,1
g3218ammrb5,1
r3218f347ne,2
c3218vaxj1a,0
w3217a912oq,0
r3217t9ib59,2
k32183duv5t,2
v3218sxtl92,2
u3218p4605o,1
b3218n8ac4o,1
l3218vq029x,2
r32185uy954,1
o32182u2mhx,1
x3218ghqz2p,1
s3218cy9h9v,0
o3218wbklwg,0
h32180rrdlk,1
k3218i7qko9,0
w32184okjby,1
z1437yftej0,1
g32182y4y12,1
x3217iizyc4,1
c3218ykz2uy,0
j3218orva7h,2
a32188pyutd,1
k321868f64j,0
l3218ahowi4,1
q32181cx0v2,0
d32188x9av2,1
q3218am0hwm,1
v3215vfdupf,1
a32182oqqcv,0
c3218k3imcg,1
k3218iifvwx,1
g3218sgi13v,1
d32173luq4m,1
s0936ymgp6b,0
y3218m371sw,0
i3217ojvnki,1
z3218oz4w4u,1
f3217l4iti3,0
p3217z6w25k,0
v3218my9ggx,1
e32186n54yg,1
m3217y4796i,1
k3218nl6k67,1
t3218mlx8qd,1
q32186ccm12,1
g321881fgj1,1
r321812i6q3,2
q3218qs9y06,0
m3216jqgv5q,2
b3218s6nt9w,1
b3218juo034,1
c3218qtxl74,0
i32180kxn5m,1
j32187cn74h,1
l3218rzj67y,0
u3218nah3i7,0
j321882666i,1
s3218c6k1s4,2
c3218q8y1hu,1
v3218euufff,1
y3218bfbhyt,1
b3218hs2le9,0
h32187uls41,1
m3218dzmrw0,1
e3218x0xu9s,0
y3218nuun2t,1
k3218fc05yj,1
e3218dc8wg4,0
x32184xtdg3,1
u3218py8dlm,1
k3218n6bfqb,0
f3218hf33ja,1
r32186sig2q,0
o3216gazxkh,1
d3218n46l1b,1
w3217th2ogn,1
d3217u9b2dn,1
p3218h3ff5d,1
g321822d4so,0
w3218zl68lc,1
r321887857l,1
k3218gf8xgw,1
n14379chpjg,1
h1437x3dqf3,1
a3218p6adqz,1
k3218v60658,1
k3218g7a5y8,1
p3218wnkcbr,1
k3218jcg8gy,1
r32188lmj0w,0
l3219n6148m,1
c3218gifioy,1
e3218zftgax,2
c3218e0b70n,1
h3218iw7u1w,0
n3218174owz,1
n3218x6pv7s,2
t3218upwoxt,0
e3219pb0dfd,1
l3218nbhjk1,0
g3218wsjmck,0
a32182s1v7m,0
x3219mzjj88,1
u3219u60z3r,1
u3219y2fx9s,1
r3218a9fb8y,2
o3218tlhexz,0
y3218kao5q1,1
x3218fzkkbl,1
s3218uakefy,1
k3218rb8ll9,2
r321861j6jg,0
q3218lb7bs6,2
j3218gy7q69,1
g3219ird0sr,1
d321935d3q8,1
g3218qaige1,1
l32182cpspa,1
z3218jh9fpx,1
i3218xifqa0,1
l3218lnkoy2,1
z321907bf5d,1
w3218jb2afm,0
z32183t8kmr,1
d3218br22cj,1
r32193lu0ia,1
t3218my6pft,1
v143711zsi3,1
j3218o7s9bc,1
v3218scomn2,2
q3219yfcdv9,1
f32197h7361,0
p3218cyc2qb,0
v3218qpbt88,0
g321865wwli,0
m3218o36lm2,1
b32193pc660,2
b3219sqwj1y,1
r32191o6igz,1
f3219cclo25,1
u3219mrntup,1
c3219nbjkuv,1
o3218xb7oc4,0
a3219wliyhs,2
z3146lkru2n,1
w321809k15o,0
o3219eebwy7,1
q3219kmxesj,1
r3218f5oosd,0
x32180voyci,1
a32170xrult,1
i3218ssou79,1
j3219p0ieou,1
v3219d75gig,1
f1437r0yd4j,1
i3218wh3yim,1
a3218a5qxko,0
m3219t8s5qs,0
s1437z8s1as,1
e3219tunrgb,1
e1437virmgl,0
y3218otns9b,1
m32184hfwna,1
n3219mrgiui,1
m3218nveazd,0
e3217xv5j0n,1
s32197kevqt,0
q32182wrgzc,0
m1437q16row,1
z3219jjs5zg,0
n3219vqvnzg,1
t3219si45u5,1
e32196r0xrg,1
u32181gs8vn,1
g3218an36o0,0
k3219oazkte,0
